State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
AK,27014,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH  ,212 CARLANNA LAKE ROAD SUITE 100                                                                    ,KETCHIKAN           ,99901,9072287600,Hospital Based Program,Yes,3/4/1993 0:00,,85
AK,27020,"1ST CHOICE HOME HEALTH CARE, INC                  ",159 EAST REDOUBT AVE                                                                                ,SOLDOTNA            ,99669,9072605959,Official Health Agency,Yes,1/2/1996 0:00,2,80
AK,27022,FRONTIER HOME HEALTH                              ,"3909 ARCTIC BLVD, SUITE 102                                                                         ",ANCHORAGE           ,99503,9072721275,Local,Yes,5/7/1996 0:00,2,85
AK,27032,"MAXIM HEALTHCARE SERVICES, INC                    ",670 WEST FIREWEED LANE SUITE 160                                                                    ,ANCHORAGE           ,99503,9077700862,Local,Yes,8/23/2006 0:00,,92
AK,27034,"ALASKAN HOME HEALTH, INC                          ",9191 OLD SEWARD HIGHWAY SUITE 19A                                                                   ,ANCHORAGE           ,99515,9078308548,Local,Yes,2/16/2016 0:00,4,89
AK,27035,INFINITE CARE OF ALASKA                           ,"165 EAST 56TH AVENUE, SUITE 3                                                                       ",ANCHORAGE           ,99518,9073503606,Local,No,1/4/2016 0:00,,
AK,27036,WELLSPRING HOME HEALTH CENTER                     ,201 E SWANSON AVE  STE 7                                                                            ,WASILLA             ,99654,9073573655,Local,Yes,5/17/2017 0:00,,
AZ,37015,BANNER HOME CARE AZ                               ,"275 EAST GERMANN ROAD, SUITE 110S                                                                   ",GILBERT             ,85297,4806571000,Local,Yes,12/19/1977 0:00,3,89
AZ,37016,INTERIM HEALTHCARE                                ,"5055 EAST BROADWAY, SUITE D-104                                                                     ",TUCSON              ,85711,5207471800,Local,Yes,11/28/1979 0:00,2,79
AZ,37020,HOSPICE OF THE VALLEY HOME HEALTH AGENCY          ,1510 EAST FLOWER STREET                                                                             ,PHOENIX             ,85014,6025306900,Local,Yes,12/8/1980 0:00,,
AZ,37024,SCOTTSDALE HEALTHCARE HOME HEALTH                 ,"7301 EAST 2ND STREET, SUITE 300                                                                     ",SCOTTSDALE          ,85251,4808824222,Hospital Based Program,Yes,11/1/1981 0:00,3,88
AZ,37027,SUMMIT HEALTHCARE HOME HEALTH                     ,"5171 CUB LAKE ROAD, SUITE 270                                                                       ",SHOW LOW            ,85901,9285376900,Hospital Based Program,Yes,9/15/1982 0:00,3,88
AZ,37030,"BAYADA HOME HEALTH CARE, INC.                     ","2971 WILLOW CREEK ROAD, BUILDING 1, SUITE A                                                         ",PRESCOTT            ,86301,9287595900,Official Health Agency,Yes,12/29/1982 0:00,4,91
AZ,37036,KINDRED AT HOME                                   ,"5255 EAST WILLIAMS CIRCLE, SUITE 6400                                                               ",TUCSON              ,85711,5207311333,Local,Yes,1/27/1983 0:00,4,89
AZ,37037,KINDRED AT HOME                                   ,"16620 NORTH 40TH STREET, SUITE D4                                                                   ",PHOENIX             ,85032,6029920709,Local,Yes,3/21/1983 0:00,5,93
AZ,37042,NORTHERN ARIZONA HOME HEALTH                      ,"203 SOUTH CANDY LANE, SUITE 5A                                                                      ",COTTONWOOD          ,86326,3372331307,Local,Yes,11/30/1983 0:00,4,89
AZ,37047,NORTHERN ARIZONA HOME HEALTH                      ,"1501 SOUTH YALE STREET, SUITE 101                                                                   ",FLAGSTAFF           ,86001,9287732238,Local,Yes,1/26/1984 0:00,3,84
AZ,37050,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH       ,"2202 STOCKTON HILL ROAD, SUITE 200                                                                  ",KINGMAN             ,86401,9287570630,Hospital Based Program,Yes,4/17/1984 0:00,3,89
AZ,37057,HAVASU REGIONAL MEDICAL CENTER HOME HEALTH        ,"1795 CIVIC CENTER BOULEVARD, SUITE 104                                                              ",LAKE HAVASU CITY    ,86403,9286801209,Hospital Based Program,Yes,7/27/1984 0:00,4,89
AZ,37068,"BAYADA HOME HEALTH CARE, INC.                     ","706 EAST BELL ROAD, SUITE 111                                                                       ",PHOENIX             ,85022,6028706364,Local,Yes,2/6/1985 0:00,,88
AZ,37070,"DEPENDABLE HOME HEALTH, INC                       ","1121 NORTH EL DORADO PLACE, SUITE 350                                                               ",TUCSON              ,85715,5207213822,Official Health Agency,Yes,1/30/1985 0:00,2,86
AZ,37099,LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA       ,"4996 EAST MEDITERRANEAN DRIVE, SUITE D                                                              ",SIERRA VISTA        ,85635,5203356118,Local,Yes,6/10/1988 0:00,3,89
AZ,37101,FOUNDATION FOR SENIOR LIVING HOME HEALTH AGENCY   ,1201 EAST THOMAS ROAD                                                                               ,PHOENIX             ,85014,6022851800,Local,Yes,6/17/1988 0:00,2,80
AZ,37106,AMEDISYS HOME HEALTH CARE                         ,"5045 NORTH 12TH STREET, SUITE 100                                                                   ",PHOENIX             ,85014,6022000835,Local,Yes,11/30/1988 0:00,3,91
AZ,37112,INTREPID USA HEALTHCARE SERVICES                  ,"1 WEST WETMORE ROAD, SUITE 203                                                                      ",TUCSON              ,85705,2144453750,Local,Yes,4/17/1990 0:00,3,88
AZ,37114,BANNER HOME CARE - PAYSON                         ,"708 EAST ROUTE 260, SUITE A1                                                                        ",PAYSON              ,85541,9284725245,Local,Yes,8/6/1990 0:00,5,92
AZ,37118,NURSECORE OF TUCSON                               ,"2980 NORTH CAMPBELL, SUITE 160                                                                      ",TUCSON              ,85719,5207912300,Official Health Agency,No,1/23/1991 0:00,,
AZ,37125,"NSI NURSING SERVICE, INC.                         ",3075 NORTH SWAN ROAD                                                                                ,TUCSON              ,85712,5207311117,Local,Yes,4/14/1992 0:00,,95
AZ,37129,"DEPENDABLE HOME HEALTH, INC.                      ","857 WEST BELL ROAD, SUITE 7                                                                         ",NOGALES             ,85621,5207613211,Local,No,7/14/1992 0:00,3,88
AZ,37130,"BAYADA HOME HEALTH CARE, INC                      ","7070 NORTH ORACLE ROAD, SUITE 100                                                                   ",TUCSON              ,85704,5205442300,Local,Yes,6/24/1992 0:00,4,89
AZ,37132,MD HOME HEALTH                                    ,"7500 DREAMY DRAW DRIVE, SUITE 200                                                                   ",PHOENIX             ,85020,6022669971,Local,Yes,9/15/1992 0:00,2,83
AZ,37133,"EL SOL HOME HEALTHCARE, LLC                       ","6336 EAST BROWN ROAD, SUITE 102                                                                     ",MESA                ,85205,5204210447,Local,Yes,9/28/1992 0:00,,
AZ,37139,KINDRED AT HOME                                   ,"3107 CLEARWATER DRIVE, SUITE A                                                                      ",PRESCOTT            ,86305,9284452522,Visiting Nurse Association,Yes,12/17/1992 0:00,4,90
AZ,37144,"SACRED HEART HOME CARE, INC                       ","2504 EAST RIVER ROAD, SUITE 100                                                                     ",TUCSON              ,85718,5205774630,Local,Yes,4/29/1993 0:00,2,84
AZ,37146,MOHAVE HOME HEALTH                                ,"2020 SILVER CREEK ROAD, BUILDING A, SUITE 114                                                       ",BULLHEAD CITY       ,86442,9287633184,Local,Yes,5/5/1993 0:00,4,88
AZ,37154,NNI HOME CARE SERVICES                            ,"3085 NORTH WINDSONG DRIVE, SUITE A                                                                  ",PRESCOTT VALLEY     ,86314,9287728707,Local,Yes,1/14/1994 0:00,5,92
AZ,37162,NURSING SOLUTIONS                                 ,"15255 NORTH 40TH STREET, SUITE 141                                                                  ",PHOENIX             ,85032,6023311100,Local,Yes,8/4/1994 0:00,,
AZ,37178,"HORIZON HOME HEALTH, LLC                          ","32 NORTH 10TH AVENUE, SUITE 204                                                                     ",PAGE                ,86040,9286459110,Local,Yes,7/18/1995 0:00,,
AZ,37179,COPPER VALLEY HOME HEALTH                         ,101 COLE AVENUE                                                                                     ,BISBEE              ,85603,5204327450,Local,Yes,4/21/1994 0:00,,86
AZ,37185,"BAYADA HOME HEALTH CARE, INC.                     ","18001 NORTH 79TH AVENUE, SUITE A-3                                                                  ",GLENDALE            ,85308,6239795266,Local,Yes,2/7/1996 0:00,3,91
AZ,37188,NIGHTINGALE HOMECARE                              ,"2411 WEST ROSE GARDEN LANE, SUITE 110                                                               ",PHOENIX             ,85027,6025041555,Local,Yes,4/4/1996 0:00,4,88
AZ,37192,AMEDISYS HOME HEALTH                              ,"1380 SOUTH CASTLE DOME AVENUE, SUITE 107                                                            ",YUMA                ,85365,9283411300,Local,Yes,8/10/1996 0:00,3,87
AZ,37199,ARIZONA HOME CARE                                 ,1626 SOUTH EDWARD DRIVE                                                                             ,TEMPE               ,85281,6022525000,Local,Yes,10/28/1996 0:00,4,91
AZ,37202,THEMA HEALTH SERVICES                             ,"1500 EAST BETHANY HOME ROAD, SUITE 250                                                              ",PHOENIX             ,85014,6028884400,Local,Yes,11/15/1996 0:00,3,86
